abspath,shape_1,shape_2,shape_3,error,warning
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1168.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1174.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1179.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1190.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1194.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1199.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/12.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1202.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1204.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1220.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1223.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1226.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1229.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1230.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1239.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1245.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1251.jpg,640,480,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1273.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1274.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1279.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1281.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1285.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1288.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1289.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/129.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/13.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1308.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1314.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1320.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1324.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1326.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1336.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1339.jpg,4128,3096,3,,warning
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1344.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1346.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1370.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/138.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1384.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1389.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/139.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1390.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1393.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/14.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1414.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/142.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1422.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1427.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1430.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1437.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/144.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1440.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1456.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1464.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1468.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/1473.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/148.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/160.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/171.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/176.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/180.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/181.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/191.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/201.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/205.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/208.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/215.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/218.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/229.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/230.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/237.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/239.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/245.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/248.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/252.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/254.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/262.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/265.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/267.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/27.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/281.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/294.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/298.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/306.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/308.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/311.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/333.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/334.jpg,3096,4128,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/338.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/34.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/342.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/346.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/349.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/35.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/356.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/376.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/379.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/383.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/384.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/387.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/396.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/401.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/41.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/416.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/421.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/425.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/434.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/441.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/446.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/454.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/463.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/469.jpg,2448,3264,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/47.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/470.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/471.jpg,2448,3264,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/478.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/48.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/481.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/484.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/497.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/513.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/516.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/518.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/523.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/531.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/532.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/536.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/539.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/55.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/550.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/551.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/553.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/558.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/560.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/562.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/57.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/576.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/578.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/579.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/580.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/582.jpg,3096,4128,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/583.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/593.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/596.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/605.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/619.jpg,4128,2322,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/620.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/623.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/624.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/641.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/643.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/645.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/649.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/653.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/660.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/663.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/667.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/668.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/677.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/683.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/685.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/7.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/700.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/708.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/709.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/710.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/713.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/725.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/727.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/732.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/739.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/745.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/751.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/759.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/763.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/764.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/765.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/769.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/779.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/783.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/787.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/791.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/802.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/805.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/809.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/81.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/810.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/814.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/817.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/821.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/833.jpg,640,480,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/836.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/842.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/846.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/855.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/873.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/879.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/880.jpg,3096,4128,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/887.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/889.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/890.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/891.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/895.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/901.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/906.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/908.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/917.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/918.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/920.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/921.jpg,4160,3120,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/928.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/930.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/96.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/965.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/972.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/977.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/982.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/984.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/991.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_1/998.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/100.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1001.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1002.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1005.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1006.jpg,3096,4128,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/101.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1010.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1011.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1012.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1016.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1017.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1018.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1021.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1022.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1025.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/103.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1032.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1035.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1036.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1038.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1039.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1042.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1043.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1044.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1046.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1047.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1049.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/105.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1050.jpg,3264,2448,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1051.jpg,4128,3096,3,,
../data/IntelMobileODT_Cervical_Cancer_Screening/train/Type_2/1054.jpg,3264,2448,3,,
